"source_member_ordinal","member_path_raw","pair_token_opaque","typed_observation_count","resolution_status","resolution_method","official_pair_key","official_altname","official_wsname","base_asset_id","quote_asset_id","base_exchange_symbol","quote_exchange_symbol","pair_status","research_eligible","identity_evidence_json"
"5489","POLSUSD_1.csv","POLSUSD","3217","official_exact","official_altname_exact","POLSUSD","POLSUSD","POLS/USD","POLS","ZUSD","POLS","USD","online","True","{""pair_key"":""POLSUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POLS"",""quote"":""ZUSD""}"
"5497","POLUSD_1.csv","POLUSD","38430","official_exact","official_altname_exact","POLUSD","POLUSD","POL/USD","POL","ZUSD","POL","USD","online","True","{""pair_key"":""POLUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POL"",""quote"":""ZUSD""}"
"5505","PONDEUR_1.csv","PONDEUR","397","official_exact","official_altname_exact","PONDEUR","PONDEUR","POND/EUR","POND","ZEUR","POND","EUR","online","True","{""pair_key"":""PONDEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POND"",""quote"":""ZEUR""}"
"5513","PONDUSD_1.csv","PONDUSD","3126","official_exact","official_altname_exact","PONDUSD","PONDUSD","POND/USD","POND","ZUSD","POND","USD","online","True","{""pair_key"":""PONDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POND"",""quote"":""ZUSD""}"
"5521","PONKEEUR_1.csv","PONKEEUR","2704","official_exact","official_altname_exact","PONKEEUR","PONKEEUR","PONKE/EUR","PONKE","ZEUR","PONKE","EUR","online","True","{""pair_key"":""PONKEEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PONKE"",""quote"":""ZEUR""}"
"5529","PONKEUSD_1.csv","PONKEUSD","10997","official_exact","official_altname_exact","PONKEUSD","PONKEUSD","PONKE/USD","PONKE","ZUSD","PONKE","USD","online","True","{""pair_key"":""PONKEUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PONKE"",""quote"":""ZUSD""}"
"5537","POPCATEUR_1.csv","POPCATEUR","17650","official_exact","official_altname_exact","POPCATEUR","POPCATEUR","POPCAT/EUR","POPCAT","ZEUR","POPCAT","EUR","online","True","{""pair_key"":""POPCATEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POPCAT"",""quote"":""ZEUR""}"
"5545","POPCATGBP_1.csv","POPCATGBP","4955","official_exact","official_altname_exact","POPCATGBP","POPCATGBP","POPCAT/GBP","POPCAT","ZGBP","POPCAT","GBP","online","True","{""pair_key"":""POPCATGBP"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POPCAT"",""quote"":""ZGBP""}"
"5553","POPCATUSD_1.csv","POPCATUSD","60523","official_exact","official_altname_exact","POPCATUSD","POPCATUSD","POPCAT/USD","POPCAT","ZUSD","POPCAT","USD","online","True","{""pair_key"":""POPCATUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POPCAT"",""quote"":""ZUSD""}"
"5561","PORTALEUR_1.csv","PORTALEUR","1309","official_exact","official_altname_exact","PORTALEUR","PORTALEUR","PORTAL/EUR","PORTAL","ZEUR","PORTAL","EUR","online","True","{""pair_key"":""PORTALEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PORTAL"",""quote"":""ZEUR""}"
"5569","PORTALUSD_1.csv","PORTALUSD","2105","official_exact","official_altname_exact","PORTALUSD","PORTALUSD","PORTAL/USD","PORTAL","ZUSD","PORTAL","USD","online","True","{""pair_key"":""PORTALUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PORTAL"",""quote"":""ZUSD""}"
"5577","POWREUR_1.csv","POWREUR","1115","official_exact","official_altname_exact","POWREUR","POWREUR","POWR/EUR","POWR","ZEUR","POWR","EUR","online","True","{""pair_key"":""POWREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POWR"",""quote"":""ZEUR""}"
"5585","POWRUSD_1.csv","POWRUSD","2754","official_exact","official_altname_exact","POWRUSD","POWRUSD","POWR/USD","POWR","ZUSD","POWR","USD","online","True","{""pair_key"":""POWRUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""POWR"",""quote"":""ZUSD""}"
"5593","PRCLEUR_1.csv","PRCLEUR","5972","official_exact","official_altname_exact","PRCLEUR","PRCLEUR","PRCL/EUR","PRCL","ZEUR","PRCL","EUR","online","True","{""pair_key"":""PRCLEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PRCL"",""quote"":""ZEUR""}"
"5601","PRCLUSD_1.csv","PRCLUSD","7538","official_exact","official_altname_exact","PRCLUSD","PRCLUSD","PRCL/USD","PRCL","ZUSD","PRCL","USD","online","True","{""pair_key"":""PRCLUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PRCL"",""quote"":""ZUSD""}"
"5609","PRIMEEUR_1.csv","PRIMEEUR","12925","official_exact","official_altname_exact","PRIMEEUR","PRIMEEUR","PRIME/EUR","PRIME","ZEUR","PRIME","EUR","online","True","{""pair_key"":""PRIMEEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PRIME"",""quote"":""ZEUR""}"
"5617","PRIMEUSD_1.csv","PRIMEUSD","31332","official_exact","official_altname_exact","PRIMEUSD","PRIMEUSD","PRIME/USD","PRIME","ZUSD","PRIME","USD","online","True","{""pair_key"":""PRIMEUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PRIME"",""quote"":""ZUSD""}"
"5625","PROMPTEUR_1.csv","PROMPTEUR","8821","official_exact","official_altname_exact","PROMPTEUR","PROMPTEUR","PROMPT/EUR","PROMPT","ZEUR","PROMPT","EUR","online","True","{""pair_key"":""PROMPTEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PROMPT"",""quote"":""ZEUR""}"
"5633","PROMPTUSD_1.csv","PROMPTUSD","32406","official_exact","official_altname_exact","PROMPTUSD","PROMPTUSD","PROMPT/USD","PROMPT","ZUSD","PROMPT","USD","online","True","{""pair_key"":""PROMPTUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PROMPT"",""quote"":""ZUSD""}"
"5641","PSTAKEEUR_1.csv","PSTAKEEUR","3440","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","PSTAKE/EUR","PSTAKE","ZEUR","PSTAKE","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5641,""official_support_url"":""""}"
"5649","PSTAKEUSD_1.csv","PSTAKEUSD","7313","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","PSTAKE/USD","PSTAKE","ZUSD","PSTAKE","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5649,""official_support_url"":""""}"
"5657","PUFFEREUR_1.csv","PUFFEREUR","718","official_exact","official_altname_exact","PUFFEREUR","PUFFEREUR","PUFFER/EUR","PUFFER","ZEUR","PUFFER","EUR","online","True","{""pair_key"":""PUFFEREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PUFFER"",""quote"":""ZEUR""}"
"5665","PUFFERUSD_1.csv","PUFFERUSD","19698","official_exact","official_altname_exact","PUFFERUSD","PUFFERUSD","PUFFER/USD","PUFFER","ZUSD","PUFFER","USD","online","True","{""pair_key"":""PUFFERUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PUFFER"",""quote"":""ZUSD""}"
"5673","PYTHEUR_1.csv","PYTHEUR","5892","official_exact","official_altname_exact","PYTHEUR","PYTHEUR","PYTH/EUR","PYTH","ZEUR","PYTH","EUR","online","True","{""pair_key"":""PYTHEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PYTH"",""quote"":""ZEUR""}"
"5681","PYTHUSD_1.csv","PYTHUSD","24671","official_exact","official_altname_exact","PYTHUSD","PYTHUSD","PYTH/USD","PYTH","ZUSD","PYTH","USD","online","True","{""pair_key"":""PYTHUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PYTH"",""quote"":""ZUSD""}"
"5689","PYUSDEUR_1.csv","PYUSDEUR","127","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","PYUSD/EUR","PYUSD","ZEUR","PYUSD","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5689,""official_support_url"":""""}"
"5697","PYUSDUSD_1.csv","PYUSDUSD","10548","official_exact","official_altname_exact","PYUSDUSD","PYUSDUSD","PYUSD/USD","PYUSD","ZUSD","PYUSD","USD","online","True","{""pair_key"":""PYUSDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""PYUSD"",""quote"":""ZUSD""}"
"5705","QNTEUR_1.csv","QNTEUR","14316","official_exact","official_altname_exact","QNTEUR","QNTEUR","QNT/EUR","QNT","ZEUR","QNT","EUR","online","True","{""pair_key"":""QNTEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""QNT"",""quote"":""ZEUR""}"
"5713","QNTUSD_1.csv","QNTUSD","29700","official_exact","official_altname_exact","QNTUSD","QNTUSD","QNT/USD","QNT","ZUSD","QNT","USD","online","True","{""pair_key"":""QNTUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""QNT"",""quote"":""ZUSD""}"
"5721","QTUMEUR_1.csv","QTUMEUR","1024","official_exact","official_altname_exact","QTUMEUR","QTUMEUR","QTUM/EUR","QTUM","ZEUR","QTUM","EUR","online","True","{""pair_key"":""QTUMEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""QTUM"",""quote"":""ZEUR""}"
"5729","QTUMUSD_1.csv","QTUMUSD","3273","official_exact","official_altname_exact","QTUMUSD","QTUMUSD","QTUM/USD","QTUM","ZUSD","QTUM","USD","online","True","{""pair_key"":""QTUMUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""QTUM"",""quote"":""ZUSD""}"
"5737","RADEUR_1.csv","RADEUR","766","official_exact","official_altname_exact","RADEUR","RADEUR","RAD/EUR","RAD","ZEUR","RAD","EUR","online","True","{""pair_key"":""RADEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RAD"",""quote"":""ZEUR""}"
"5745","RADUSD_1.csv","RADUSD","6617","official_exact","official_altname_exact","RADUSD","RADUSD","RAD/USD","RAD","ZUSD","RAD","USD","online","True","{""pair_key"":""RADUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RAD"",""quote"":""ZUSD""}"
"5753","RAREEUR_1.csv","RAREEUR","2092","official_exact","official_altname_exact","RAREEUR","RAREEUR","RARE/EUR","RARE","ZEUR","RARE","EUR","online","True","{""pair_key"":""RAREEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RARE"",""quote"":""ZEUR""}"
"5761","RAREUSD_1.csv","RAREUSD","26492","official_exact","official_altname_exact","RAREUSD","RAREUSD","RARE/USD","RARE","ZUSD","RARE","USD","online","True","{""pair_key"":""RAREUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RARE"",""quote"":""ZUSD""}"
"5769","RARIEUR_1.csv","RARIEUR","1882","official_exact","official_altname_exact","RARIEUR","RARIEUR","RARI/EUR","RARI","ZEUR","RARI","EUR","online","True","{""pair_key"":""RARIEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RARI"",""quote"":""ZEUR""}"
"5777","RARIUSD_1.csv","RARIUSD","5537","official_exact","official_altname_exact","RARIUSD","RARIUSD","RARI/USD","RARI","ZUSD","RARI","USD","online","True","{""pair_key"":""RARIUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RARI"",""quote"":""ZUSD""}"
"5785","RAYEUR_1.csv","RAYEUR","7277","official_exact","official_altname_exact","RAYEUR","RAYEUR","RAY/EUR","RAY","ZEUR","RAY","EUR","online","True","{""pair_key"":""RAYEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RAY"",""quote"":""ZEUR""}"
"5793","RAYUSD_1.csv","RAYUSD","20998","official_exact","official_altname_exact","RAYUSD","RAYUSD","RAY/USD","RAY","ZUSD","RAY","USD","online","True","{""pair_key"":""RAYUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RAY"",""quote"":""ZUSD""}"
"5801","RBCEUR_1.csv","RBCEUR","994","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","RBC/EUR","RBC","ZEUR","RBC","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5801,""official_support_url"":""""}"
"5809","RBCUSD_1.csv","RBCUSD","3513","official_exact","official_altname_exact","RBCUSD","RBCUSD","RBC/USD","RBC","ZUSD","RBC","USD","online","True","{""pair_key"":""RBCUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RBC"",""quote"":""ZUSD""}"
"5817","REDEUR_1.csv","REDEUR","3000","official_exact","official_altname_exact","REDEUR","REDEUR","RED/EUR","RED","ZEUR","RED","EUR","online","True","{""pair_key"":""REDEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RED"",""quote"":""ZEUR""}"
"5825","REDUSD_1.csv","REDUSD","7754","official_exact","official_altname_exact","REDUSD","REDUSD","RED/USD","RED","ZUSD","RED","USD","online","True","{""pair_key"":""REDUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RED"",""quote"":""ZUSD""}"
"5833","RENDEREUR_1.csv","RENDEREUR","17753","official_exact","official_altname_exact","RENDEREUR","RENDEREUR","RENDER/EUR","RENDER","ZEUR","RENDER","EUR","online","True","{""pair_key"":""RENDEREUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RENDER"",""quote"":""ZEUR""}"
"5841","RENDERUSD_1.csv","RENDERUSD","52289","official_exact","official_altname_exact","RENDERUSD","RENDERUSD","RENDER/USD","RENDER","ZUSD","RENDER","USD","online","True","{""pair_key"":""RENDERUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""RENDER"",""quote"":""ZUSD""}"
"5849","RENEUR_1.csv","RENEUR","3654","official_exact","official_altname_exact","RENEUR","RENEUR","REN/EUR","REN","ZEUR","REN","EUR","online","True","{""pair_key"":""RENEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""REN"",""quote"":""ZEUR""}"
"5857","RENUSD_1.csv","RENUSD","21168","official_exact","official_altname_exact","RENUSD","RENUSD","REN/USD","REN","ZUSD","REN","USD","online","True","{""pair_key"":""RENUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""REN"",""quote"":""ZUSD""}"
"5865","REPUSD_1.csv","REPUSD","2744","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","REP/USD","XREP","ZUSD","REP","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5865,""official_support_url"":""""}"
"5873","REPV2EUR_1.csv","REPV2EUR","1907","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","REPV2/EUR","REPV2","ZEUR","REPV2","EUR","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5873,""official_support_url"":""""}"
"5881","REPV2USD_1.csv","REPV2USD","8806","reviewed_historical_identity","frozen_historical_registry_current_official_assets","","","REPV2/USD","REPV2","ZUSD","REPV2","USD","historical_pair_absent_from_captured_current_assetpairs","True","{""registry_sha256"":""65aaac5993ada762c8498f2fe9c298c00eb7f1f5a0deeea407f8c0cf10562408"",""resolution_method"":""frozen_historical_registry_current_official_assets"",""evidence_class"":""captured_current_official_asset_records_plus_official_archive_member"",""source_member_ordinal"":5881,""official_support_url"":""""}"
"5889","REQEUR_1.csv","REQEUR","434","official_exact","official_altname_exact","REQEUR","REQEUR","REQ/EUR","REQ","ZEUR","REQ","EUR","online","True","{""pair_key"":""REQEUR"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""REQ"",""quote"":""ZEUR""}"
"5897","REQUSD_1.csv","REQUSD","2851","official_exact","official_altname_exact","REQUSD","REQUSD","REQ/USD","REQ","ZUSD","REQ","USD","online","True","{""pair_key"":""REQUSD"",""match_methods"":[""result_object_key"",""altname"",""wsname_without_separator""],""base"":""REQ"",""quote"":""ZUSD""}"
